st_id,password,first_name,last_name,age,gender,nationality,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
18763,rZEIb,Luisa,Martinez,19,Female,Indonesia,BCO7003,Analytics Project M anagement,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
71861,sbXOE,Ricardo,Rivera,23,Male,Laos,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,BCO7000,Business Analytics,1,12.0,,,,,,,,,,,,
27532,q3Nyd,Carlos,Ramos,20,Male,Laos,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
15313,QC93G,Sofia,Garcia,31,Female,Singapore,BEO6600,Business Economics,2,12,BCO7002,Experience Management,4,12.0,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
62858,wuzaE,Ismael,Rivera,34,Male,Indonesia,BCO7005,Data Security and Governance,2,12,,,,,,,,,,,,,,,,,,,,
32228,uax06,Angelica,Garcia,34,Female,Philippines,BCO6008,Predictive Analytics,2,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
71834,XhIDX,Ricardo,Morales,27,Male,Vietnam,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BAO6504,Accounting for Management,1,12.0,BEO6600,Business Economics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,
02233,rtW9P,Alberto,Reyes,23,Male,Laos,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
77295,GS5T5,Ismael,Morales,22,Male,Cambodia,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,
89235,Eo4Yc,Jose,Cruz,28,Male,Singapore,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
22875,q8Ni0,Juan,Torres,21,Male,Vietnam,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
84411,ihG1r,Carlos,Torres,29,Male,Thailand,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,BCO6008,Predictive Analytics,2,12.0,,,,
93310,usutQ,Alicia,Santos,30,Female,Cambodia,BCO7005,Data Security and Governance,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
17913,SDrQJ,Miguel,Morales,27,Male,Indonesia,BCO7007,Machine Learning,2,12,BCO7003,Analytics Project M anagement,1,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
48484,bXs5W,Alicia,Reyes,30,Female,Brunei,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
11362,y9IJp,Alicia,Rivera,23,Female,Singapore,BAO6504,Accounting for Management,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
71679,qn9t3,Carlos,Fernandez,22,Male,Brunei,BCO6008,Predictive Analytics,2,12,BCO7000,Business Analytics,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
28112,sJdf8,Sofia,Fernandez,34,Female,Indonesia,BCO7006,Coding for Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
11604,SCLJF,Luisa,Gonzalez,32,Female,Singapore,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
03161,do9Tq,Jose,Garcia,26,Male,Vietnam,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
22806,mTbBf,Roberto,Garcia,31,Male,Philippines,BCO7002,Experience Management,4,12,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,,,,,
91835,JEluz,Jessica,Ramos,23,Female,Thailand,BCO7007,Machine Learning,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
39874,RkwFu,Isabela,Martinez,21,Female,Myanmar,BCO7007,Machine Learning,2,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
40122,wsf14,Roberto,Cruz,18,Male,Brunei,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
65154,njWV9,Jessica,Ramos,29,Female,Thailand,BCO7006,Coding for Business Analytics,1,12,BCO7007,Machine Learning,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
51678,AHtT9,Ricardo,Fernandez,23,Male,Cambodia,BCO7004,Business Data Mining and Warehousing,4,12,BCO7000,Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
61969,M4aLW,Roberto,Garcia,20,Male,Philippines,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
89655,DrQm3,Sofia,Flores,33,Female,Malaysia,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
15608,8eMWj,Carmen,Reyes,20,Female,Myanmar,BEO6000,Data Analysis for Business,3,12,BCO7007,Machine Learning,2,12.0,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
40703,mCX5F,Ricardo,Torres,22,Male,Philippines,BEO6000,Data Analysis for Business,3,12,BCO7000,Business Analytics,1,12.0,,,,,,,,,,,,,,,,
40978,SwcvE,Angelica,Gonzalez,22,Female,Thailand,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
16894,3AvGr,Sofia,Garcia,34,Female,Malaysia,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
31924,0WLXX,Carmen,Flores,24,Female,Philippines,BCO7003,Analytics Project M anagement,1,12,BEO6600,Business Economics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
10597,uQqwR,Miguel,Cruz,18,Male,Myanmar,BEO6000,Data Analysis for Business,3,12,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,,,,,
46303,qoyTV,Roberto,Santos,29,Male,Laos,BCO7007,Machine Learning,2,12,BAO6504,Accounting for Management,1,12.0,,,,,,,,,,,,,,,,
52284,vu8Au,Alicia,Ramos,28,Female,Vietnam,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
02431,rr7dJ,Juan,Garcia,21,Male,Singapore,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
57071,46U3A,Juan,Martinez,23,Male,Myanmar,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
12920,aNXP9,Luisa,Martinez,24,Female,Malaysia,BCO7004,Business Data Mining and Warehousing,4,12,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
38280,5TSgY,Carmen,Fernandez,24,Female,Laos,BCO7006,Coding for Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
23076,uXX2s,Luisa,Cruz,33,Female,Myanmar,BEO6000,Data Analysis for Business,3,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
82384,vnxRb,Maria,Gonzalez,18,Female,Singapore,BCO7002,Experience Management,4,12,BCO7003,Analytics Project M anagement,1,12.0,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
88266,kIJ8B,Veronica,Morales,27,Female,Singapore,BCO7007,Machine Learning,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
42778,3XvBj,Isabela,Torres,18,Female,Malaysia,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
07368,xDhch,Alicia,Gonzalez,25,Female,Vietnam,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
64375,uW4av,Ricardo,Garcia,21,Male,Vietnam,BCO6008,Predictive Analytics,2,12,,,,,,,,,,,,,,,,,,,,
60756,BCuYP,Maria,Garcia,24,Female,Singapore,BCO7005,Data Security and Governance,2,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
05757,LrVng,Alberto,Morales,25,Male,Malaysia,BCO7007,Machine Learning,2,12,BCO7002,Experience Management,4,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,
22748,5jNQf,Antonio,Rivera,24,Male,Laos,BCO7006,Coding for Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
67850,FJtYq,Maria,Flores,30,Female,Brunei,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
71976,jG3cv,Ismael,Fernandez,27,Male,Indonesia,BCO7002,Experience Management,4,12,BAO6504,Accounting for Management,1,12.0,,,,,,,,,,,,,,,,
37972,iwHQW,Jose,Reyes,32,Male,Cambodia,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,
67326,FLOTx,Maria,Rivera,32,Female,Philippines,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
08233,XaxYs,Carlos,Martinez,33,Male,Laos,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
84713,mVEgz,Alberto,Santos,34,Male,Philippines,BEO6600,Business Economics,2,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
55433,6wR7D,Alberto,Flores,28,Male,Cambodia,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
54644,jGl27,Juan,Flores,34,Male,Brunei,BAO6504,Accounting for Management,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
38689,AacI5,Fernando,Flores,20,Male,Philippines,BCO7005,Data Security and Governance,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
70008,i3FmT,Antonio,Garcia,35,Male,Cambodia,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,
59409,AFH73,Jessica,Reyes,20,Female,Myanmar,BAO6504,Accounting for Management,1,12,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
65511,mGSC6,Isabela,Ramos,32,Female,Malaysia,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
10517,pELWg,Luisa,Martinez,27,Female,Cambodia,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6600,Business Economics,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,
73276,0jW8u,Ismael,Cruz,33,Male,Singapore,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,
71134,ilK0g,Fernando,Flores,29,Male,Laos,BCO7007,Machine Learning,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
92378,71XMh,Luisa,Rivera,21,Female,Brunei,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
19421,7lRS3,Ismael,Cruz,32,Male,Cambodia,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
45506,9K0Ho,Alicia,Morales,18,Female,Myanmar,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
86764,xVxHV,Carmen,Morales,34,Female,Singapore,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
04316,7GuGK,Rosa,Cruz,27,Female,Vietnam,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,3,12.0,,,,
88731,fIpm6,Rosa,Santos,23,Female,Myanmar,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BAO6504,Accounting for Management,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1.0,12.0
88591,wGuZt,Alicia,Martinez,28,Female,Malaysia,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
77361,aeXQ1,Fernando,Santos,20,Male,Indonesia,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
84350,7p4D5,Jose,Cruz,33,Male,Brunei,BCO6008,Predictive Analytics,2,12,,,,,,,,,,,,,,,,,,,,
64502,1rmSq,Carlos,Flores,35,Male,Laos,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
44986,kztoo,Alberto,Ramos,35,Male,Thailand,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
49379,P0jdP,Carmen,Rivera,30,Female,Indonesia,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
14170,waxdn,Juan,Cruz,35,Male,Thailand,BCO7002,Experience Management,4,12,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
51173,YfQ7o,Ismael,Flores,19,Male,Thailand,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,
48520,w8ia9,Isabela,Flores,23,Female,Cambodia,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
17711,c2wGQ,Jose,Reyes,29,Male,Brunei,BEO6000,Data Analysis for Business,3,12,BCO7005,Data Security and Governance,2,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
84122,czIaB,Veronica,Martinez,25,Female,Laos,WOM1000,Women in STEM,1,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
44257,R14QS,Sofia,Fernandez,24,Female,Cambodia,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
16131,jdzKv,Carlos,Gonzalez,31,Male,Thailand,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BEO6600,Business Economics,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,
60142,umgcg,Veronica,Rivera,30,Female,Singapore,BCO7004,Business Data Mining and Warehousing,4,12,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
96759,Ljl5d,Fernando,Garcia,24,Male,Brunei,BCO7006,Coding for Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
66828,UdhzJ,Isabela,Morales,35,Female,Singapore,BCO6008,Predictive Analytics,2,12,BCO7003,Analytics Project M anagement,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
12189,lQB2s,Luisa,Flores,32,Female,Singapore,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
35991,ZkoJV,Sofia,Reyes,21,Female,Philippines,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
19383,30CYb,Jose,Torres,23,Male,Thailand,BEO6000,Data Analysis for Business,3,12,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,,,,,
88620,0zVD2,Veronica,Cruz,22,Female,Thailand,BCO6008,Predictive Analytics,2,12,BCO7000,Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
34245,ZXdTk,Juan,Morales,27,Male,Malaysia,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
82511,rfe4r,Veronica,Flores,21,Female,Malaysia,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
20760,KeUPU,Antonio,Torres,33,Male,Laos,WOM1000,Women in STEM,1,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
