st_id,password,first_name,last_name,age,gender,nationality,completed_units_1,completed_units_1_sem,completed_units_2,completed_units_2_sem,completed_units_3,completed_units_3_sem,interest
68198,3Ojbd,Jose,Rivera,25,Male,Singapore,BCO7002,4,BCO7000,1.0,,,Digital Media and Content Creation
38654,9lR2o,Jose,Cruz,35,Male,Vietnam,BEO6600,2,BCO7002,4.0,"	
WOM1000",1.0,General Business and Management
18755,djZq1,Maria,Reyes,27,Female,Myanmar,"	
WOM1000",1,BCO7005,2.0,BCO7002,4.0,General Business and Management
56957,iD6kj,Antonio,Santos,22,Male,Brunei,BEO6600,2,BCO7002,4.0,"	
WOM1000",1.0,Digital Media and Content Creation
94292,Gcbo4,Miguel,Morales,22,Male,Laos,BCO7000,1,BCO7006,4.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
58533,ERtJF,Alicia,Reyes,28,Female,Brunei,BCO7000,1,BCO7006,1.0,"	
WOM1000",1.0,Digital Media and Content Creation
43144,UdTrz,Jessica,Torres,25,Female,Thailand,BCO7003,1,,,,,General Business and Management
81461,uzsLB,Jose,Flores,22,Male,Brunei,BCO7005,2,"	
WOM1000",1.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
90295,Ef6by,Luisa,Gonzalez,31,Female,Thailand,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
67422,ac42X,Carlos,Morales,26,Male,Indonesia,BCO7004,4,BCO7007,2.0,,,Data-Driven Decision Making and Analytics
71280,fFktl,Jose,Morales,18,Male,Vietnam,BEO6000,3,BCO7004,4.0,,,Information Technology and Systems
50160,zSF25,Alberto,Ramos,21,Male,Thailand,BCO7000,1,BCO7006,1.0,,,Digital Media and Content Creation
11559,Treev,Roberto,Rivera,18,Male,Thailand,BCO7000,3,BCO7006,1.0,BEO6600,2.0,Leadership and Strategic Management
88052,EZLwd,Jessica,Torres,25,Female,Cambodia,BCO7000,2,BCO7006,2.0,BEO6000,3.0,Digital Media and Content Creation
76800,dp7Jv,Rosa,Garcia,33,Female,Singapore,BCO7000,1,BCO7006,1.0,BCO7002,4.0,Digital Media and Content Creation
53786,RcVTb,Maria,Garcia,20,Female,Indonesia,BEO6000,3,BCO7004,4.0,"	
WOM1000",1.0,General Business and Management
31191,4KJXr,Ismael,Flores,28,Male,Malaysia,BCO7002,4,,,,,Marketing Strategy and Consumer Behavior
69820,9aowE,Jessica,Torres,27,Female,Thailand,BCO7004,4,,,,,Financial and Managerial Accounting
78289,JroW3,Ricardo,Santos,29,Male,Malaysia,BCO7002,4,,,,,Operations and Supply Chain Management
35154,vSMAH,Rosa,Gonzalez,30,Female,Philippines,BCO7007,2,,,,,Data-Driven Decision Making and Analytics
47522,YHZ4l,Miguel,Garcia,35,Male,Philippines,"	
WOM1000",1,BEO6000,3.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
71837,IAOoi,Veronica,Rivera,24,Female,Vietnam,BCO7005,2,BCO7000,1.0,BEO6000,3.0,Information Technology and Systems
49279,AMA1s,Alberto,Martinez,34,Male,Cambodia,BCO7003,1,BEO6000,3.0,BCO7004,4.0,Digital Media and Content Creation
06262,7KpNk,Fernando,Ramos,22,Male,Brunei,BCO7002,4,,,,,Information Technology and Systems
10430,9EheW,Alberto,Gonzalez,25,Male,Vietnam,BCO7002,4,BEO6600,2.0,,,Financial and Managerial Accounting
09880,sJxES,Carlos,Fernandez,35,Male,Singapore,BCO7000,3,BCO7006,3.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
97035,kaXKc,Carmen,Gonzalez,24,Female,Laos,BCO6008,2,,,,,Marketing Strategy and Consumer Behavior
82660,0Raze,Rosa,Gonzalez,32,Female,Myanmar,BEO6000,3,,,,,Information Technology and Systems
05956,XJj6u,Angelica,Gonzalez,24,Female,Thailand,BCO7003,1,BEO6000,3.0,BCO7004,4.0,Leadership and Strategic Management
41007,p7pDD,Fernando,Santos,27,Male,Vietnam,"	
WOM1000",1,BCO7004,4.0,BCO7007,2.0,Operations and Supply Chain Management
91099,Jzt1j,Ricardo,Cruz,23,Male,Philippines,BEO6600,2,,,,,Financial and Managerial Accounting
13723,wxRIR,Carmen,Gonzalez,22,Female,Indonesia,BCO7005,2,"	
WOM1000",1.0,BEO6000,3.0,Financial and Managerial Accounting
14477,3s368,Antonio,Torres,31,Male,Singapore,BEO6000,3,,,,,Information Technology and Systems
30658,bAoke,Alicia,Martinez,28,Female,Singapore,BCO6008,2,BEO6000,3.0,BCO7002,4.0,Information Technology and Systems
41384,PtwF4,Maria,Cruz,31,Female,Vietnam,BCO7004,4,BEO6600,2.0,BEO6000,3.0,Financial and Managerial Accounting
97344,BPzsg,Carmen,Flores,29,Female,Vietnam,BEO6600,2,BCO7000,1.0,,,Digital Media and Content Creation
01845,UiCGM,Carmen,Fernandez,30,Female,Singapore,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
04955,z0ml2,Jose,Rivera,28,Male,Philippines,BAO6504,1,BEO6000,3.0,,,Marketing Strategy and Consumer Behavior
54702,B8qZ8,Ricardo,Santos,24,Male,Cambodia,BCO7000,1,,,,,Operations and Supply Chain Management
25035,b6sDD,Isabela,Torres,20,Female,Vietnam,BCO7002,4,,,,,Leadership and Strategic Management
41524,tAUCD,Juan,Santos,21,Male,Singapore,BCO7002,4,BCO7005,2.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
83102,35d9x,Carlos,Rivera,26,Male,Thailand,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
89786,NYqOy,Juan,Garcia,25,Male,Vietnam,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Financial and Managerial Accounting
74893,G1hqE,Alicia,Martinez,29,Female,Malaysia,BCO7000,1,,,,,Digital Media and Content Creation
87775,3WO6G,Roberto,Cruz,20,Male,Brunei,BCO7000,1,BEO6000,3.0,,,Marketing Strategy and Consumer Behavior
13943,QVQ8y,Ismael,Morales,27,Male,Indonesia,BEO6000,3,BCO7002,4.0,BCO7000,1.0,Marketing Strategy and Consumer Behavior
94368,56vSS,Carlos,Torres,33,Male,Vietnam,BCO7000,2,BCO7006,2.0,BCO7002,4.0,Financial and Managerial Accounting
24577,v0lp6,Ismael,Martinez,35,Male,Singapore,BCO7000,1,BEO6000,3.0,,,Leadership and Strategic Management
14167,52UmC,Ricardo,Flores,22,Male,Thailand,BEO6000,3,BAO6504,1.0,BCO7005,2.0,Information Technology and Systems
15929,g2rGS,Carmen,Garcia,22,Female,Laos,BCO7004,4,,,,,Digital Media and Content Creation
76495,cFMbi,Juan,Rivera,23,Male,Myanmar,BAO6504,1,BCO7002,4.0,BCO7005,2.0,Digital Media and Content Creation
57028,JRoXb,Isabela,Rivera,27,Female,Malaysia,BCO6008,2,BCO7002,4.0,BCO7000,1.0,Financial and Managerial Accounting
71549,ax4Xw,Carlos,Garcia,20,Male,Singapore,BCO7006,1,,,,,Digital Media and Content Creation
89031,uOxh5,Jessica,Rivera,26,Female,Vietnam,BEO6000,3,BCO7007,2.0,BCO7002,4.0,Leadership and Strategic Management
88409,TQHzk,Rosa,Cruz,20,Female,Brunei,BEO6000,3,,,,,Leadership and Strategic Management
61912,xZoit,Isabela,Torres,20,Female,Brunei,BCO7000,1,BCO7006,2.0,BEO6600,2.0,Operations and Supply Chain Management
43204,Ou0AY,Ismael,Martinez,25,Male,Singapore,BCO7000,2,BCO7006,2.0,BCO6008,2.0,Information Technology and Systems
74969,TPvXc,Ismael,Garcia,23,Male,Malaysia,BEO6000,3,BCO7007,2.0,,,Leadership and Strategic Management
29409,RZPvv,Juan,Cruz,21,Male,Singapore,BCO7002,4,BEO6000,3.0,,,Digital Media and Content Creation
60373,bgEwL,Roberto,Ramos,31,Male,Brunei,BEO6000,3,BCO7002,4.0,,,Marketing Strategy and Consumer Behavior
18797,PHjqD,Carmen,Martinez,25,Female,Indonesia,BCO6008,2,,,,,Data-Driven Decision Making and Analytics
95624,wdU29,Fernando,Rivera,23,Male,Cambodia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Information Technology and Systems
91371,64gC4,Jessica,Martinez,22,Female,Singapore,BCO7002,4,"	
WOM1000",1.0,,,Digital Media and Content Creation
04539,TlBNF,Jessica,Fernandez,34,Female,Brunei,BEO6000,3,BCO7002,4.0,,,Digital Media and Content Creation
37698,Kc3wt,Isabela,Garcia,23,Female,Cambodia,BCO7007,2,BCO7000,1.0,BCO7002,4.0,Digital Media and Content Creation
24927,bnuQ4,Roberto,Rivera,34,Male,Thailand,BCO7007,2,,,,,General Business and Management
33917,Nw2tB,Jose,Ramos,32,Male,Indonesia,BEO6000,3,BCO7006,1.0,,,Digital Media and Content Creation
28087,UmYkS,Alicia,Flores,24,Female,Singapore,BEO6000,3,BCO6008,2.0,,,Financial and Managerial Accounting
16128,wM8mr,Antonio,Reyes,29,Male,Myanmar,BCO7000,2,BCO7006,4.0,BCO6008,2.0,Financial and Managerial Accounting
05950,lc912,Miguel,Rivera,23,Male,Thailand,BAO6504,1,,,,,Digital Media and Content Creation
93392,klNzp,Rosa,Fernandez,19,Female,Thailand,BCO7000,1,BCO7004,4.0,,,Financial and Managerial Accounting
56677,YCqbJ,Maria,Ramos,24,Female,Thailand,BAO6504,1,BEO6000,3.0,,,Operations and Supply Chain Management
10543,C1Kbh,Jose,Cruz,25,Male,Cambodia,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
01340,v1m0P,Veronica,Cruz,21,Female,Indonesia,BEO6600,2,BAO6504,1.0,BCO7002,4.0,Financial and Managerial Accounting
85006,Esml3,Ricardo,Torres,18,Male,Singapore,"	
WOM1000",1,BEO6000,3.0,,,Financial and Managerial Accounting
69605,tmytq,Luisa,Reyes,30,Female,Thailand,BEO6000,3,BCO7003,1.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
93705,F8XfI,Carlos,Gonzalez,21,Male,Cambodia,BCO7000,2,BCO7006,2.0,BCO7005,2.0,Operations and Supply Chain Management
03098,GK2oi,Rosa,Morales,25,Female,Indonesia,BCO7003,1,BCO7004,4.0,,,Financial and Managerial Accounting
18337,AUwMQ,Isabela,Morales,34,Female,Myanmar,BAO6504,1,BEO6000,3.0,BCO7004,4.0,Financial and Managerial Accounting
90270,PhLIP,Carmen,Garcia,29,Female,Singapore,BCO7000,1,BCO7006,1.0,BCO7002,4.0,Operations and Supply Chain Management
15651,WTymT,Ricardo,Gonzalez,30,Male,Indonesia,BEO6600,2,BAO6504,1.0,BEO6000,3.0,General Business and Management
52291,dwZpc,Jessica,Cruz,26,Female,Philippines,BCO7005,2,BEO6000,3.0,BCO7002,4.0,Leadership and Strategic Management
28583,KvlRq,Juan,Morales,30,Male,Laos,BEO6000,3,BCO7004,4.0,,,Marketing Strategy and Consumer Behavior
88415,33noS,Alberto,Garcia,28,Male,Cambodia,BCO7000,3,BCO7006,2.0,BEO6000,3.0,Leadership and Strategic Management
08508,CNyUP,Fernando,Gonzalez,24,Male,Thailand,BCO7006,1,,,,,Financial and Managerial Accounting
66150,RbiCW,Carmen,Fernandez,23,Female,Myanmar,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
44236,KsdFG,Juan,Santos,34,Male,Indonesia,BEO6000,3,,,,,Financial and Managerial Accounting
79063,BL4AW,Juan,Santos,33,Male,Indonesia,BCO7007,2,BEO6000,3.0,,,Information Technology and Systems
57689,1qi6F,Juan,Gonzalez,23,Male,Brunei,BCO7005,2,BCO7004,4.0,,,General Business and Management
45105,L8MoQ,Fernando,Garcia,31,Male,Singapore,BCO7000,1,BCO7006,1.0,BEO6000,3.0,Information Technology and Systems
75937,tYYgW,Angelica,Martinez,19,Female,Philippines,BEO6000,3,BCO7004,4.0,BCO7007,2.0,Data-Driven Decision Making and Analytics
72337,gTKcW,Ricardo,Reyes,27,Male,Indonesia,BCO7002,4,BEO6000,3.0,,,Information Technology and Systems
53709,QOvqR,Veronica,Flores,26,Female,Malaysia,BCO7006,1,BCO6008,2.0,BCO7004,4.0,Financial and Managerial Accounting
14390,TdojY,Maria,Torres,20,Female,Laos,BCO7005,2,BCO7004,4.0,,,General Business and Management
41689,mJXLe,Ismael,Rivera,24,Male,Brunei,BCO7005,2,BCO7003,1.0,,,Financial and Managerial Accounting
10322,45Cqi,Carlos,Martinez,32,Male,Malaysia,BCO7007,2,,,,,Financial and Managerial Accounting
19689,6fSQg,Carlos,Morales,31,Male,Brunei,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
01354,MJztV,Sofia,Fernandez,26,Female,Philippines,BCO7000,1,BCO7006,1.0,BEO6000,3.0,Information Technology and Systems
23977,Qr9mA,Roberto,Reyes,22,Male,Cambodia,"	
WOM1000",1,,,,,Digital Media and Content Creation
85871,HNmmR,Ricardo,Martinez,22,Male,Vietnam,BAO6504,1,BCO6008,2.0,BEO6000,3.0,Financial and Managerial Accounting
78236,Q6YDb,Alicia,Torres,27,Female,Philippines,BCO7000,3,BCO7006,1.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
23745,Zd3uI,Ricardo,Garcia,33,Male,Malaysia,BCO7005,2,,,,,Information Technology and Systems
24527,lc5gI,Ricardo,Rivera,18,Male,Malaysia,BEO6000,3,BCO7005,2.0,BCO7002,4.0,Marketing Strategy and Consumer Behavior
36095,yLKDp,Alicia,Cruz,22,Female,Myanmar,BCO7000,1,BCO7006,4.0,BAO6504,1.0,Marketing Strategy and Consumer Behavior
89146,vEjCx,Miguel,Reyes,18,Male,Myanmar,BCO7000,1,BCO7006,1.0,,,General Business and Management
40150,ohSBy,Fernando,Flores,26,Male,Vietnam,BCO7003,1,,,,,Leadership and Strategic Management
04881,EnIhT,Alberto,Fernandez,34,Male,Thailand,BEO6000,3,,,,,Digital Media and Content Creation
06822,qWIVF,Alicia,Martinez,25,Female,Laos,BCO7007,2,BCO7003,1.0,,,Digital Media and Content Creation
26581,LD2cD,Juan,Cruz,34,Male,Philippines,BCO7000,3,BCO7006,4.0,BCO7007,2.0,General Business and Management
38352,K93c4,Carlos,Santos,22,Male,Malaysia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,General Business and Management
10414,wzKH6,Antonio,Torres,32,Male,Singapore,BEO6000,3,,,,,Operations and Supply Chain Management
84235,djYOD,Maria,Flores,32,Female,Cambodia,BCO7003,1,BCO7004,4.0,BCO6008,2.0,Digital Media and Content Creation
39484,l2YD5,Ismael,Martinez,28,Male,Cambodia,BCO7000,4,BCO7006,4.0,BEO6000,3.0,General Business and Management
93960,uIXi9,Isabela,Rivera,21,Female,Cambodia,BCO6008,2,BCO7000,1.0,,,Marketing Strategy and Consumer Behavior
48250,it1YA,Carlos,Reyes,32,Male,Vietnam,BEO6000,3,,,,,Operations and Supply Chain Management
33935,V87d8,Alberto,Flores,30,Male,Myanmar,BCO7006,1,,,,,Digital Media and Content Creation
95309,yTMxg,Carlos,Santos,22,Male,Myanmar,BEO6000,3,BAO6504,1.0,,,Digital Media and Content Creation
03080,pflU2,Carmen,Santos,23,Female,Singapore,BEO6600,2,BCO7002,4.0,,,Information Technology and Systems
03725,esVko,Rosa,Reyes,33,Female,Malaysia,BCO7003,1,BCO6008,2.0,BCO7002,4.0,Marketing Strategy and Consumer Behavior
08864,zh0rq,Maria,Santos,35,Female,Singapore,BAO6504,1,BCO7004,4.0,,,Leadership and Strategic Management
96882,TQAgi,Miguel,Morales,28,Male,Thailand,BCO7002,4,BCO7007,2.0,,,Information Technology and Systems
89309,ej0A5,Carmen,Cruz,22,Female,Philippines,BEO6000,3,,,,,Leadership and Strategic Management
74165,bYWWi,Carlos,Reyes,20,Male,Singapore,BCO7002,4,,,,,Data-Driven Decision Making and Analytics
44164,6B1DN,Miguel,Ramos,27,Male,Singapore,BCO7004,4,BCO7007,2.0,,,Marketing Strategy and Consumer Behavior
49845,AHT0I,Carlos,Morales,20,Male,Thailand,BCO7000,2,BCO7006,2.0,BCO7007,2.0,Financial and Managerial Accounting
42115,Kn2PK,Juan,Santos,19,Male,Myanmar,BCO7005,2,BCO7004,4.0,,,Operations and Supply Chain Management
37620,cquZq,Alberto,Morales,20,Male,Indonesia,BCO7000,1,BCO7006,3.0,BCO7002,4.0,Leadership and Strategic Management
52609,QYZdc,Fernando,Torres,32,Male,Brunei,BCO6008,2,BAO6504,1.0,BEO6000,3.0,Financial and Managerial Accounting
43613,ewzAt,Alicia,Fernandez,30,Female,Laos,BCO7002,4,,,,,Digital Media and Content Creation
94467,BxwgT,Miguel,Reyes,25,Male,Vietnam,BCO7003,1,BEO6000,3.0,,,Digital Media and Content Creation
06816,dR3XQ,Ismael,Santos,19,Male,Indonesia,BEO6000,3,BCO7004,4.0,,,General Business and Management
19424,rh6xZ,Maria,Santos,27,Female,Laos,BCO7007,2,,,,,Financial and Managerial Accounting
99176,gSqrf,Ismael,Fernandez,25,Male,Philippines,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Leadership and Strategic Management
82209,tZCmQ,Ismael,Flores,20,Male,Vietnam,"	
WOM1000",1,,,,,Digital Media and Content Creation
59452,WC9AG,Carlos,Torres,34,Male,Malaysia,BCO7002,4,BEO6000,3.0,BCO7000,1.0,Data-Driven Decision Making and Analytics
53983,UkN9q,Carlos,Reyes,26,Male,Malaysia,BEO6000,3,BCO7007,2.0,,,Financial and Managerial Accounting
37444,Akose,Juan,Garcia,22,Male,Thailand,"	
WOM1000",1,,,,,Marketing Strategy and Consumer Behavior
25895,XzNlM,Luisa,Fernandez,19,Female,Cambodia,"	
WOM1000",1,BCO7004,4.0,BCO6008,2.0,Digital Media and Content Creation
11992,RKZwz,Jessica,Martinez,27,Female,Thailand,BEO6000,3,,,,,Operations and Supply Chain Management
23525,p2i6s,Ismael,Gonzalez,30,Male,Laos,BCO7002,4,BEO6000,3.0,,,Information Technology and Systems
38150,YaU2T,Juan,Torres,34,Male,Malaysia,BEO6000,3,,,,,Data-Driven Decision Making and Analytics
00109,XN18d,Alberto,Cruz,34,Male,Indonesia,BCO7000,4,BCO7006,3.0,BCO7003,1.0,Financial and Managerial Accounting
82745,67S6n,Maria,Cruz,19,Female,Cambodia,BEO6000,3,BCO7002,4.0,,,Marketing Strategy and Consumer Behavior
35654,Cm3c6,Fernando,Fernandez,25,Male,Myanmar,BCO7007,2,BCO7006,1.0,BEO6000,3.0,General Business and Management
38517,UnVBG,Jose,Ramos,30,Male,Brunei,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Operations and Supply Chain Management
01398,0neYW,Miguel,Fernandez,34,Male,Indonesia,BCO7000,2,BCO7006,3.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
22027,Ffu7n,Jessica,Fernandez,22,Female,Myanmar,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
68814,rpeV6,Antonio,Torres,26,Male,Thailand,BCO7007,2,BAO6504,1.0,,,Operations and Supply Chain Management
38578,UcpD7,Ricardo,Reyes,26,Male,Laos,BEO6600,2,BEO6000,3.0,,,Information Technology and Systems
18325,o9NP3,Juan,Fernandez,21,Male,Malaysia,BEO6000,3,BCO7000,1.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
46785,xbyJc,Carmen,Reyes,26,Female,Thailand,BCO7006,1,BEO6000,3.0,,,Leadership and Strategic Management
68040,PoUDU,Fernando,Gonzalez,27,Male,Indonesia,BCO7002,4,BEO6000,3.0,,,Digital Media and Content Creation
26473,zbZmE,Alicia,Fernandez,22,Female,Vietnam,BEO6000,3,,,,,Information Technology and Systems
84506,8dsTX,Miguel,Torres,21,Male,Myanmar,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
49344,fmj6F,Juan,Torres,30,Male,Thailand,BCO7004,4,BAO6504,1.0,,,General Business and Management
58294,KJHPM,Ricardo,Martinez,33,Male,Brunei,BCO7005,2,BEO6000,3.0,BAO6504,1.0,Financial and Managerial Accounting
06100,0p9BP,Luisa,Cruz,26,Female,Indonesia,BCO7004,4,BCO7007,2.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
21003,MZi52,Isabela,Fernandez,23,Female,Singapore,BCO7007,2,BEO6000,3.0,,,Financial and Managerial Accounting
32792,w0Azr,Sofia,Santos,29,Female,Laos,BCO7004,4,BEO6000,3.0,"	
WOM1000",1.0,Operations and Supply Chain Management
86559,siAyl,Antonio,Torres,34,Male,Cambodia,BCO7000,1,BCO7006,1.0,,,Operations and Supply Chain Management
89031,lsSGS,Jose,Torres,22,Male,Malaysia,BEO6000,3,BCO7004,4.0,BEO6600,2.0,General Business and Management
22503,kjRcO,Sofia,Ramos,27,Female,Indonesia,BCO7000,4,BCO7006,3.0,BCO7002,4.0,General Business and Management
03754,A1vux,Alicia,Reyes,25,Female,Indonesia,BEO6600,2,,,,,Marketing Strategy and Consumer Behavior
91142,nhE9O,Maria,Morales,33,Female,Myanmar,BCO7004,4,BEO6600,2.0,,,Digital Media and Content Creation
33062,d4DcL,Luisa,Martinez,22,Female,Philippines,BCO7005,2,BCO7003,1.0,BCO7002,4.0,Operations and Supply Chain Management
81110,EkBtL,Rosa,Gonzalez,28,Female,Laos,BCO7002,4,BEO6600,2.0,BCO7003,1.0,Digital Media and Content Creation
99696,jCrK1,Maria,Morales,26,Female,Vietnam,BCO7004,4,"	
WOM1000",1.0,,,Leadership and Strategic Management
95728,eKDfr,Antonio,Fernandez,19,Male,Singapore,BEO6000,3,BCO7004,4.0,,,Leadership and Strategic Management
25059,DIZRX,Ismael,Cruz,24,Male,Myanmar,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Information Technology and Systems
19276,wt1RI,Isabela,Ramos,28,Female,Brunei,BCO7003,1,BEO6600,2.0,,,Financial and Managerial Accounting
12938,fWGeB,Juan,Rivera,27,Male,Malaysia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
99547,bAf5M,Ismael,Martinez,24,Male,Brunei,BCO6008,2,,,,,Information Technology and Systems
70225,jtaAg,Luisa,Gonzalez,18,Female,Cambodia,BEO6000,3,BCO7000,1.0,BCO7007,2.0,General Business and Management
08267,xRruC,Ricardo,Rivera,25,Male,Vietnam,"	
WOM1000",1,,,,,Data-Driven Decision Making and Analytics
72799,k8Sp9,Fernando,Rivera,27,Male,Indonesia,BCO7000,1,BCO7002,4.0,,,Financial and Managerial Accounting
38166,tJ4JM,Sofia,Garcia,19,Female,Indonesia,BCO7004,4,BEO6000,3.0,,,Information Technology and Systems
98661,7c3zq,Luisa,Morales,26,Female,Vietnam,BCO7004,4,BCO7007,2.0,,,Operations and Supply Chain Management
67128,x4R9t,Angelica,Santos,19,Female,Philippines,BEO6000,3,BCO7006,1.0,,,Data-Driven Decision Making and Analytics
03524,WZcXV,Luisa,Cruz,28,Female,Indonesia,BCO7000,1,BEO6000,3.0,BCO7004,4.0,Leadership and Strategic Management
44006,sj3Wi,Ricardo,Santos,29,Male,Laos,BCO7002,4,,,,,General Business and Management
04965,1NmlT,Rosa,Reyes,27,Female,Philippines,BCO7000,4,BCO7006,4.0,BCO7005,2.0,Operations and Supply Chain Management
00230,ee3Nu,Rosa,Ramos,30,Female,Singapore,BAO6504,1,,,,,Digital Media and Content Creation
31328,ykb8k,Jessica,Rivera,33,Female,Myanmar,BCO7006,1,BCO7002,4.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
36317,H2WC2,Alberto,Garcia,29,Male,Thailand,BCO6008,2,"	
WOM1000",1.0,,,Information Technology and Systems
56791,lPaHc,Veronica,Martinez,21,Female,Indonesia,BCO7007,2,BCO7000,1.0,,,Operations and Supply Chain Management
53040,9MZES,Alicia,Ramos,20,Female,Vietnam,BCO7005,2,,,,,Financial and Managerial Accounting
91973,RKqbx,Carmen,Flores,23,Female,Cambodia,BEO6000,3,,,,,Data-Driven Decision Making and Analytics
64482,u7uQL,Carmen,Martinez,29,Female,Vietnam,BEO6000,3,BCO7004,4.0,"	
WOM1000",1.0,Operations and Supply Chain Management
57129,cSnJX,Jose,Santos,29,Male,Brunei,BCO7000,1,,,,,Marketing Strategy and Consumer Behavior
90584,P0zj2,Maria,Morales,20,Female,Thailand,BCO7000,4,BCO7006,1.0,BCO7002,4.0,Information Technology and Systems
42907,RcbDf,Sofia,Torres,30,Female,Vietnam,BCO7000,3,BCO7006,2.0,BEO6000,3.0,Information Technology and Systems
14808,LiQ3Q,Miguel,Reyes,24,Male,Brunei,BCO7000,2,BCO7006,3.0,BEO6600,2.0,Leadership and Strategic Management
48235,dFaPD,Isabela,Cruz,24,Female,Malaysia,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Leadership and Strategic Management
38667,zx4nb,Jessica,Rivera,22,Female,Myanmar,BCO7004,4,,,,,Financial and Managerial Accounting
85636,a5qOt,Ismael,Rivera,19,Male,Cambodia,BCO7000,3,BCO7006,2.0,BEO6600,2.0,Leadership and Strategic Management
10887,N1LYp,Miguel,Martinez,20,Male,Malaysia,BCO7005,2,BEO6000,3.0,,,General Business and Management
46849,3a4QR,Miguel,Fernandez,29,Male,Philippines,BCO7004,4,,,,,Leadership and Strategic Management
85921,hQFPt,Roberto,Cruz,33,Male,Vietnam,BEO6000,3,,,,,Operations and Supply Chain Management
76900,7gLEG,Juan,Garcia,33,Male,Vietnam,BCO7000,1,BCO7004,4.0,,,Data-Driven Decision Making and Analytics
24101,NrIRR,Isabela,Fernandez,34,Female,Singapore,"	
WOM1000",1,,,,,Information Technology and Systems
03162,KYprn,Sofia,Cruz,25,Female,Brunei,BCO7006,1,BCO7005,2.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
61126,eKaWZ,Miguel,Santos,20,Male,Laos,BCO7006,1,,,,,Digital Media and Content Creation
64874,fMiBg,Isabela,Fernandez,28,Female,Malaysia,BCO7000,1,BCO7006,4.0,BCO7003,1.0,General Business and Management
90076,pXuXm,Ricardo,Reyes,29,Male,Myanmar,"	
WOM1000",1,,,,,Marketing Strategy and Consumer Behavior
79821,5YBY9,Rosa,Reyes,26,Female,Laos,BEO6000,3,BCO7005,2.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
51864,trCpX,Carlos,Flores,24,Male,Thailand,BEO6000,3,BCO7007,2.0,,,Digital Media and Content Creation
80825,F4Y7M,Jessica,Gonzalez,31,Female,Vietnam,BCO7005,2,,,,,Information Technology and Systems
86882,ahyBM,Maria,Fernandez,18,Female,Thailand,BCO7007,2,BCO7004,4.0,BCO7006,1.0,Operations and Supply Chain Management
42688,BS0Uz,Jessica,Reyes,21,Female,Myanmar,BCO7003,1,BCO7007,2.0,BEO6000,3.0,General Business and Management
83582,dRXHo,Alicia,Gonzalez,34,Female,Brunei,BEO6000,3,BEO6600,2.0,,,Financial and Managerial Accounting
88278,d5OJl,Jose,Cruz,20,Male,Singapore,BEO6600,2,,,,,Financial and Managerial Accounting
67422,Ak1Ao,Sofia,Torres,28,Female,Brunei,BCO7000,2,BCO7006,2.0,BCO7005,2.0,Leadership and Strategic Management
53254,lniZx,Angelica,Gonzalez,35,Female,Cambodia,BCO7005,2,,,,,Information Technology and Systems
13866,D5LkN,Ismael,Martinez,20,Male,Philippines,BCO7007,2,BCO7002,4.0,BEO6000,3.0,Digital Media and Content Creation
82222,fMqEC,Jessica,Garcia,20,Female,Myanmar,BCO7006,1,,,,,Data-Driven Decision Making and Analytics
40901,p3oqr,Rosa,Morales,26,Female,Cambodia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Leadership and Strategic Management
83370,24d8y,Isabela,Gonzalez,31,Female,Singapore,BCO7000,2,BCO7006,2.0,BCO7007,2.0,Financial and Managerial Accounting
53717,Fd0jo,Alberto,Martinez,31,Male,Singapore,BCO7003,1,BEO6000,3.0,BCO6008,2.0,Marketing Strategy and Consumer Behavior
33324,573Ox,Angelica,Rivera,21,Female,Cambodia,BCO7000,1,,,,,Marketing Strategy and Consumer Behavior
