st_id,password,first_name,last_name,age,gender,nationality,interest,CompletedUnit_1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit_2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit_3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits
49486,MwbHg,Alicia,Rivera,30,Female,Laos,Data-Driven Decision Making and Analytics,BCO7003,Analytics Project M anagement,Sem 1,12,,,,,,,,
18139,sEZXM,Veronica,Santos,19,Female,Thailand,General Business and Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
56307,xDviB,Fernando,Reyes,19,Male,Myanmar,Financial and Managerial Accounting,BCO7005,Data Security and Governance,Sem 2,12,,,,,,,,
71299,QUHcF,Ismael,Santos,18,Male,Malaysia,General Business and Management,BCO7002,Experience Management,Sem 4,12,,,,,,,,
24661,bx8cl,Jessica,Fernandez,33,Female,Indonesia,Financial and Managerial Accounting,BCO6008,Predictive Analytics,Sem 2,12,BCO7007,Machine Learning,Sem 2,12.0,,,,
14642,pl5zQ,Fernando,Cruz,21,Male,Singapore,Digital Media and Content Creation,BCO7002,Experience Management,Sem 4,12,,,,,,,,
48488,w7x0l,Ricardo,Cruz,30,Male,Laos,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,WOM1000,Women in STEM,Sem 1,12.0
71569,4IIaT,Fernando,Martinez,35,Male,Cambodia,Information Technology and Systems,BCO7006,Coding for Business Analytics,Sem 1,12,BCO6008,Predictive Analytics,Sem 2,12.0,,,,
06127,rM9RT,Juan,Ramos,34,Male,Thailand,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,Sem 3,12,WOM1000,Women in STEM,Sem 1,12.0,,,,
91294,jxiIK,Carmen,Rivera,23,Female,Philippines,Marketing Strategy and Consumer Behavior,BCO7004,Business Data Mining and Warehousing,Sem 4,12,,,,,,,,
53055,QqzIP,Luisa,Martinez,20,Female,Philippines,Digital Media and Content Creation,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7004,Business Data Mining and Warehousing,Sem 4,12.0
22488,rxrSi,Angelica,Fernandez,26,Female,Philippines,Financial and Managerial Accounting,BCO7002,Experience Management,Sem 4,12,BCO7003,Analytics Project M anagement,Sem 1,12.0,,,,
34054,a17Tj,Alberto,Garcia,26,Male,Philippines,Marketing Strategy and Consumer Behavior,BCO6008,Predictive Analytics,Sem 2,12,,,,,,,,
61887,Xs9ov,Alicia,Flores,19,Female,Indonesia,Operations and Supply Chain Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BEO6000,Data Analysis for Business,Sem 3,12.0
24016,a4lw9,Miguel,Fernandez,32,Male,Vietnam,General Business and Management,BCO7000,Business Analytics,Sem 1,12,,,,,,,,
04988,RFizc,Miguel,Ramos,32,Male,Philippines,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
53745,nFO0d,Alicia,Flores,27,Female,Indonesia,General Business and Management,BAO6504,Accounting for Management,Sem 1,12,BCO7002,Experience Management,Sem 4,12.0,,,,
04260,BqiAb,Alberto,Morales,25,Male,Philippines,General Business and Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
93859,3gHu2,Carlos,Gonzalez,19,Male,Vietnam,Leadership and Strategic Management,BCO7002,Experience Management,Sem 4,12,,,,,,,,
12285,xAX4Z,Roberto,Reyes,27,Male,Vietnam,Financial and Managerial Accounting,BCO7005,Data Security and Governance,Sem 2,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,,,,
43135,gejFR,Ismael,Reyes,30,Male,Singapore,Leadership and Strategic Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BEO6600,Business Economics,Sem 2,12.0
95703,QvuUX,Jose,Cruz,34,Male,Brunei,Financial and Managerial Accounting,BEO6600,Business Economics,Sem 2,12,,,,,,,,
16502,X0jJq,Angelica,Santos,25,Female,Brunei,Data-Driven Decision Making and Analytics,WOM1000,Women in STEM,Sem 1,12,,,,,,,,
03229,LIbDT,Alicia,Cruz,20,Female,Malaysia,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7003,Analytics Project M anagement,Sem 1,12.0
18135,x8lut,Alicia,Cruz,30,Female,Malaysia,Financial and Managerial Accounting,BCO7002,Experience Management,Sem 4,12,BCO7007,Machine Learning,Sem 2,12.0,,,,
59726,biU0K,Antonio,Santos,23,Male,Indonesia,General Business and Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,WOM1000,Women in STEM,Sem 1,12.0
66178,4H6Ku,Ismael,Cruz,18,Male,Vietnam,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
89704,AZCqA,Carmen,Garcia,33,Female,Thailand,Information Technology and Systems,BEO6600,Business Economics,Sem 2,12,BEO6000,Data Analysis for Business,Sem 3,12.0,,,,
98084,VyIn8,Ricardo,Fernandez,34,Male,Cambodia,General Business and Management,BEO6000,Data Analysis for Business,Sem 3,12,,,,,,,,
67796,FkdaX,Carlos,Garcia,28,Male,Thailand,Digital Media and Content Creation,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
73488,1yKPD,Ricardo,Torres,27,Male,Cambodia,Operations and Supply Chain Management,BCO7006,Coding for Business Analytics,Sem 1,12,,,,,,,,
45377,bK7QY,Carlos,Cruz,21,Male,Cambodia,Information Technology and Systems,BCO7002,Experience Management,Sem 4,12,,,,,,,,
27040,jUOux,Isabela,Santos,22,Female,Thailand,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BEO6600,Business Economics,Sem 2,12.0
41963,Ti6kr,Rosa,Morales,27,Female,Brunei,Data-Driven Decision Making and Analytics,BCO6008,Predictive Analytics,Sem 2,12,BCO7003,Analytics Project M anagement,Sem 1,12.0,,,,
73551,lEfkz,Alberto,Gonzalez,29,Male,Indonesia,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO6008,Predictive Analytics,Sem 2,12.0
72743,ZpKFw,Roberto,Gonzalez,29,Male,Laos,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
74384,3cZ9I,Isabela,Torres,27,Female,Laos,General Business and Management,BCO6008,Predictive Analytics,Sem 2,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
85166,Bk6FL,Ismael,Cruz,25,Male,Philippines,General Business and Management,BCO7003,Analytics Project M anagement,Sem 1,12,BAO6504,Accounting for Management,Sem 1,12.0,,,,
87875,Sam1O,Carlos,Rivera,18,Male,Brunei,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,Sem 1,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
31351,gdj5i,Rosa,Fernandez,25,Female,Myanmar,Leadership and Strategic Management,BCO7004,Business Data Mining and Warehousing,Sem 4,12,,,,,,,,
07568,O7d3q,Miguel,Morales,33,Male,Cambodia,Financial and Managerial Accounting,BCO7002,Experience Management,Sem 4,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,,,,
40648,fcz44,Alberto,Flores,30,Male,Singapore,Digital Media and Content Creation,BCO7005,Data Security and Governance,Sem 2,12,,,,,,,,
79520,aWuSm,Juan,Cruz,26,Male,Philippines,Marketing Strategy and Consumer Behavior,BCO7005,Data Security and Governance,Sem 2,12,WOM1000,Women in STEM,Sem 1,12.0,,,,
47586,Rjf0V,Isabela,Garcia,29,Female,Cambodia,Operations and Supply Chain Management,WOM1000,Women in STEM,Sem 1,12,BCO7007,Machine Learning,Sem 2,12.0,,,,
61444,yp7pJ,Rosa,Flores,27,Female,Indonesia,Marketing Strategy and Consumer Behavior,BAO6504,Accounting for Management,Sem 1,12,BEO6600,Business Economics,Sem 2,12.0,,,,
61324,afGm8,Alberto,Flores,20,Male,Laos,Information Technology and Systems,BCO7006,Coding for Business Analytics,Sem 1,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
89818,Ynl6j,Carlos,Rivera,33,Male,Vietnam,Digital Media and Content Creation,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BEO6600,Business Economics,Sem 2,12.0
73972,xMCvC,Rosa,Torres,21,Female,Singapore,Operations and Supply Chain Management,BCO7005,Data Security and Governance,Sem 2,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
20137,lyLjS,Fernando,Gonzalez,33,Male,Malaysia,Leadership and Strategic Management,BEO6000,Data Analysis for Business,Sem 3,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
78495,Z2EEJ,Carlos,Santos,22,Male,Indonesia,Marketing Strategy and Consumer Behavior,BEO6600,Business Economics,Sem 2,12,,,,,,,,
75231,Ap3zg,Carlos,Gonzalez,20,Male,Laos,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
30133,VX3ZX,Alberto,Garcia,31,Male,Indonesia,Financial and Managerial Accounting,BCO7003,Analytics Project M anagement,Sem 1,12,,,,,,,,
