st_id,first_name,last_name,age,gender,nationality,completed_units_1,completed_units_1_sem,completed_units_2,completed_units_2_sem,completed_units_3,completed_units_3_sem,interest
76078,Roberto,Fernandez,19,Male,Malaysia,BCO7002,4,BCO7005,2.0,BCO7003,1.0,Marketing Strategy and Consumer Behavior
67700,Carmen,Ramos,32,Female,Thailand,BCO7000,4,BCO7006,1.0,BCO7002,4.0,Leadership and Strategic Management
49067,Miguel,Gonzalez,29,Male,Myanmar,BCO6008,2,BCO7000,1.0,,,General Business and Management
17338,Jose,Martinez,21,Male,Vietnam,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Leadership and Strategic Management
08489,Jessica,Santos,29,Female,Brunei,BCO7002,4,,,,,Operations and Supply Chain Management
92860,Ricardo,Ramos,24,Male,Laos,BEO6000,3,BCO7004,4.0,,,Marketing Strategy and Consumer Behavior
89046,Carmen,Flores,26,Female,Indonesia,BCO7000,1,BCO7002,4.0,BCO7005,2.0,Marketing Strategy and Consumer Behavior
06650,Sofia,Reyes,22,Female,Vietnam,BEO6000,3,,,,,Leadership and Strategic Management
60971,Rosa,Martinez,28,Female,Singapore,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Information Technology and Systems
64073,Veronica,Garcia,26,Female,Thailand,BCO7004,4,BCO7006,1.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
89297,Alicia,Rivera,34,Female,Thailand,BCO7000,2,BCO7006,1.0,BEO6000,3.0,Operations and Supply Chain Management
52690,Angelica,Flores,26,Female,Thailand,BCO7000,1,,,,,Financial and Managerial Accounting
72364,Veronica,Morales,30,Female,Cambodia,BCO7002,4,,,,,General Business and Management
54374,Fernando,Flores,34,Male,Indonesia,BCO7002,4,,,,,Data-Driven Decision Making and Analytics
26600,Angelica,Torres,29,Female,Indonesia,BCO7004,4,BCO7005,2.0,BEO6000,3.0,Operations and Supply Chain Management
15375,Rosa,Ramos,20,Female,Thailand,BCO7003,1,,,,,Data-Driven Decision Making and Analytics
55766,Jessica,Santos,22,Female,Vietnam,BCO7000,1,BCO7006,1.0,BAO6504,1.0,Digital Media and Content Creation
00360,Veronica,Rivera,19,Female,Singapore,BEO6000,3,,,,,Digital Media and Content Creation
43988,Sofia,Cruz,24,Female,Myanmar,BCO6008,2,,,,,Leadership and Strategic Management
43176,Juan,Gonzalez,19,Male,Brunei,BCO7004,4,,,,,Digital Media and Content Creation
73697,Miguel,Martinez,33,Male,Myanmar,"	
WOM1000",1,,,,,Data-Driven Decision Making and Analytics
63466,Jessica,Gonzalez,33,Female,Myanmar,BCO7000,3,BCO7006,2.0,BEO6600,2.0,Information Technology and Systems
32179,Maria,Flores,24,Female,Cambodia,BCO7005,2,BCO7002,4.0,BEO6000,3.0,Operations and Supply Chain Management
03597,Rosa,Garcia,19,Female,Malaysia,BEO6000,3,BEO6600,2.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
74513,Fernando,Ramos,18,Male,Brunei,BCO6008,2,,,,,Data-Driven Decision Making and Analytics
32535,Jose,Reyes,34,Male,Philippines,BCO7000,1,BCO7006,4.0,"	
WOM1000",1.0,Digital Media and Content Creation
83803,Isabela,Flores,26,Female,Singapore,BCO7000,2,BCO7006,2.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
49954,Juan,Santos,33,Male,Brunei,"	
WOM1000",1,BEO6000,3.0,BCO6008,2.0,Operations and Supply Chain Management
91761,Antonio,Santos,30,Male,Singapore,BEO6000,3,BCO7002,4.0,,,Data-Driven Decision Making and Analytics
44982,Maria,Morales,23,Female,Thailand,BCO7007,2,,,,,Leadership and Strategic Management
50975,Fernando,Cruz,35,Male,Vietnam,BEO6600,2,BCO7004,4.0,,,General Business and Management
96605,Sofia,Rivera,35,Female,Vietnam,BEO6000,3,BCO7004,4.0,BAO6504,1.0,Operations and Supply Chain Management
00873,Isabela,Fernandez,26,Female,Vietnam,BCO7003,1,BCO7005,2.0,BEO6000,3.0,Information Technology and Systems
76006,Carlos,Ramos,30,Male,Myanmar,BCO7000,1,,,,,Digital Media and Content Creation
93119,Sofia,Garcia,28,Female,Myanmar,BCO7004,4,,,,,Marketing Strategy and Consumer Behavior
85722,Fernando,Fernandez,23,Male,Singapore,BEO6000,3,BCO7007,2.0,"	
WOM1000",1.0,Information Technology and Systems
19023,Angelica,Morales,23,Female,Myanmar,BCO7000,2,BCO7006,2.0,BCO7005,2.0,Digital Media and Content Creation
43075,Ismael,Rivera,27,Male,Thailand,"	
WOM1000",1,BCO6008,2.0,,,Leadership and Strategic Management
25601,Miguel,Gonzalez,30,Male,Thailand,BCO7002,4,BCO7005,2.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
02159,Ricardo,Martinez,35,Male,Cambodia,BCO7002,4,,,,,Data-Driven Decision Making and Analytics
73292,Ricardo,Santos,20,Male,Malaysia,BCO7006,1,BCO7005,2.0,,,Operations and Supply Chain Management
71879,Ricardo,Torres,20,Male,Laos,BEO6000,3,"	
WOM1000",1.0,,,Information Technology and Systems
29076,Veronica,Ramos,32,Female,Brunei,BCO7007,2,"	
WOM1000",1.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
53194,Maria,Morales,23,Female,Thailand,BEO6600,2,BCO7004,4.0,,,Financial and Managerial Accounting
72877,Luisa,Martinez,30,Female,Myanmar,BCO7002,4,BCO7000,1.0,,,Marketing Strategy and Consumer Behavior
54755,Antonio,Santos,33,Male,Myanmar,BCO7000,3,BCO7006,2.0,BEO6000,3.0,Operations and Supply Chain Management
73659,Rosa,Torres,26,Female,Brunei,BCO7000,3,BCO7006,2.0,BEO6000,3.0,Operations and Supply Chain Management
59432,Alicia,Flores,27,Female,Singapore,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Marketing Strategy and Consumer Behavior
04292,Alberto,Flores,22,Male,Singapore,BCO7004,4,BEO6000,3.0,"	
WOM1000",1.0,Operations and Supply Chain Management
54801,Rosa,Garcia,34,Female,Myanmar,BCO6008,2,BAO6504,1.0,BCO7004,4.0,Financial and Managerial Accounting
25993,Alberto,Rivera,35,Male,Brunei,BAO6504,1,,,,,Leadership and Strategic Management
19579,Carmen,Flores,22,Female,Laos,BCO6008,2,,,,,Digital Media and Content Creation
56897,Miguel,Ramos,22,Male,Thailand,BCO6008,2,BEO6000,3.0,BCO7004,4.0,Operations and Supply Chain Management
76474,Jose,Morales,19,Male,Cambodia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Operations and Supply Chain Management
23402,Carlos,Reyes,20,Male,Cambodia,BCO7002,4,,,,,General Business and Management
12936,Roberto,Ramos,29,Male,Philippines,BCO7007,2,BCO7004,4.0,BCO7006,1.0,Digital Media and Content Creation
09878,Miguel,Torres,32,Male,Cambodia,BCO7000,1,BEO6000,3.0,,,Leadership and Strategic Management
15853,Alicia,Reyes,22,Female,Laos,BCO7000,3,BCO7006,2.0,BCO7004,4.0,Financial and Managerial Accounting
51969,Jose,Reyes,21,Male,Thailand,BEO6000,3,BCO7000,1.0,BCO7004,4.0,Operations and Supply Chain Management
56411,Alberto,Morales,33,Male,Vietnam,BCO7002,4,BEO6000,3.0,,,Leadership and Strategic Management
06706,Miguel,Flores,27,Male,Philippines,BCO7002,4,BCO6008,2.0,,,Operations and Supply Chain Management
41577,Rosa,Cruz,24,Female,Singapore,BCO7004,4,BCO7005,2.0,BCO7000,1.0,General Business and Management
88538,Angelica,Garcia,30,Female,Cambodia,BEO6000,3,BCO7000,1.0,,,Data-Driven Decision Making and Analytics
97118,Ricardo,Fernandez,33,Male,Philippines,BEO6000,3,,,,,Data-Driven Decision Making and Analytics
28069,Luisa,Cruz,28,Female,Cambodia,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Leadership and Strategic Management
11728,Jessica,Cruz,34,Female,Indonesia,BCO7003,1,BCO6008,2.0,,,Information Technology and Systems
38533,Jose,Martinez,29,Male,Indonesia,BCO7002,4,BCO6008,2.0,,,Information Technology and Systems
85940,Angelica,Morales,25,Female,Cambodia,BCO7002,4,,,,,Operations and Supply Chain Management
73450,Carmen,Reyes,31,Female,Singapore,BEO6600,2,,,,,Data-Driven Decision Making and Analytics
79402,Antonio,Rivera,34,Male,Cambodia,BCO7000,3,BCO7006,1.0,BEO6000,3.0,General Business and Management
91308,Isabela,Fernandez,18,Female,Laos,BEO6000,3,BCO7002,4.0,BAO6504,1.0,Operations and Supply Chain Management
60819,Luisa,Martinez,30,Female,Cambodia,BCO6008,2,,,,,Marketing Strategy and Consumer Behavior
37688,Jessica,Reyes,22,Female,Myanmar,BCO7006,1,BCO7007,2.0,BCO7004,4.0,General Business and Management
98609,Angelica,Reyes,19,Female,Brunei,BEO6000,3,,,,,Operations and Supply Chain Management
72400,Carlos,Santos,18,Male,Thailand,BCO7000,1,BCO7006,1.0,,,Marketing Strategy and Consumer Behavior
75816,Luisa,Morales,32,Female,Singapore,BCO7002,4,,,,,Digital Media and Content Creation
38572,Jose,Flores,29,Male,Indonesia,BCO7004,4,BCO7006,1.0,,,General Business and Management
25584,Ricardo,Fernandez,35,Male,Malaysia,BCO7000,2,BCO7006,2.0,BCO7004,4.0,Financial and Managerial Accounting
99788,Ismael,Cruz,28,Male,Thailand,BCO7005,2,,,,,Operations and Supply Chain Management
07306,Ismael,Rivera,26,Male,Singapore,"	
WOM1000",1,BCO7002,4.0,,,Marketing Strategy and Consumer Behavior
62667,Ricardo,Ramos,28,Male,Cambodia,BCO7007,2,BEO6000,3.0,BCO7000,1.0,Leadership and Strategic Management
85674,Jose,Torres,26,Male,Myanmar,BCO7000,1,BCO7006,1.0,BCO7003,1.0,General Business and Management
77682,Angelica,Reyes,25,Female,Laos,BCO7004,4,,,,,Financial and Managerial Accounting
05025,Fernando,Torres,19,Male,Malaysia,BCO7007,2,BEO6000,3.0,,,Digital Media and Content Creation
81093,Alicia,Torres,32,Female,Philippines,BAO6504,1,BEO6000,3.0,,,Operations and Supply Chain Management
46152,Carlos,Rivera,33,Male,Singapore,BCO7004,4,BEO6000,3.0,,,General Business and Management
58461,Ismael,Rivera,29,Male,Laos,BCO7005,2,,,,,General Business and Management
37612,Miguel,Fernandez,32,Male,Cambodia,BEO6000,3,BCO7004,4.0,,,Marketing Strategy and Consumer Behavior
24264,Roberto,Cruz,27,Male,Singapore,"	
WOM1000",1,BCO7004,4.0,BCO6008,2.0,Operations and Supply Chain Management
20301,Luisa,Reyes,33,Female,Philippines,BCO7000,1,BEO6000,3.0,BCO7002,4.0,Financial and Managerial Accounting
22768,Roberto,Martinez,29,Male,Laos,BCO7007,2,BCO7004,4.0,,,Financial and Managerial Accounting
24204,Miguel,Cruz,27,Male,Cambodia,BCO6008,2,,,,,Digital Media and Content Creation
23599,Luisa,Ramos,30,Female,Singapore,BEO6000,3,,,,,Digital Media and Content Creation
47951,Miguel,Santos,29,Male,Laos,BCO7005,2,BEO6000,3.0,,,General Business and Management
63439,Maria,Martinez,28,Female,Brunei,BCO7002,4,BEO6600,2.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
60769,Isabela,Torres,26,Female,Thailand,BCO7002,4,BCO7007,2.0,,,General Business and Management
04957,Ricardo,Gonzalez,33,Male,Cambodia,BCO7000,1,BCO7004,4.0,BEO6000,3.0,Information Technology and Systems
58726,Alicia,Flores,22,Female,Myanmar,BCO7000,3,BCO7006,2.0,BEO6000,3.0,Leadership and Strategic Management
44171,Roberto,Morales,22,Male,Thailand,BCO7002,4,,,,,Marketing Strategy and Consumer Behavior
64957,Miguel,Santos,22,Male,Philippines,BCO7005,2,,,,,Operations and Supply Chain Management
76621,Carlos,Santos,32,Male,Thailand,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Information Technology and Systems
00908,Alicia,Reyes,23,Female,Thailand,BEO6000,3,BCO6008,2.0,,,Financial and Managerial Accounting
98148,Angelica,Torres,33,Female,Singapore,BAO6504,1,,,,,General Business and Management
34873,Juan,Fernandez,22,Male,Myanmar,BCO6008,2,BAO6504,1.0,BEO6000,3.0,Leadership and Strategic Management
37513,Jose,Morales,28,Male,Vietnam,BCO7000,3,BCO7006,2.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
02036,Roberto,Fernandez,32,Male,Vietnam,"	
WOM1000",1,,,,,General Business and Management
85343,Veronica,Ramos,34,Female,Philippines,BEO6000,3,,,,,General Business and Management
99608,Ricardo,Rivera,30,Male,Thailand,BEO6000,3,BCO7002,4.0,,,Data-Driven Decision Making and Analytics
77562,Sofia,Cruz,27,Female,Laos,BEO6000,3,BCO7002,4.0,,,Data-Driven Decision Making and Analytics
12848,Ricardo,Fernandez,22,Male,Vietnam,BCO7007,2,BEO6000,3.0,BCO7006,1.0,General Business and Management
16642,Rosa,Garcia,34,Female,Singapore,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
23818,Sofia,Rivera,35,Female,Vietnam,BCO7005,2,,,,,Marketing Strategy and Consumer Behavior
72608,Alicia,Morales,26,Female,Brunei,BCO7000,1,BCO7006,1.0,BCO7002,4.0,Marketing Strategy and Consumer Behavior
96108,Juan,Santos,22,Male,Philippines,"	
WOM1000",1,BCO7004,4.0,BCO6008,2.0,Digital Media and Content Creation
48504,Ismael,Gonzalez,23,Male,Malaysia,BCO7002,4,BEO6000,3.0,,,Information Technology and Systems
29521,Miguel,Gonzalez,18,Male,Vietnam,BCO7006,1,,,,,Financial and Managerial Accounting
81627,Miguel,Flores,28,Male,Laos,BCO7000,2,BCO7006,3.0,BCO7005,2.0,Operations and Supply Chain Management
64391,Alberto,Fernandez,27,Male,Cambodia,BCO7000,1,BCO7004,4.0,BCO7007,2.0,Marketing Strategy and Consumer Behavior
98626,Fernando,Fernandez,20,Male,Laos,BCO7002,4,BCO7000,1.0,,,Operations and Supply Chain Management
42084,Ismael,Reyes,31,Male,Cambodia,BEO6600,2,,,,,Financial and Managerial Accounting
17141,Juan,Flores,27,Male,Laos,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Leadership and Strategic Management
95911,Alicia,Flores,31,Female,Thailand,BCO7000,1,BCO7006,1.0,,,General Business and Management
70722,Sofia,Morales,23,Female,Singapore,BCO7002,4,,,,,Information Technology and Systems
39472,Carmen,Garcia,24,Female,Myanmar,BAO6504,1,,,,,Leadership and Strategic Management
12384,Carmen,Rivera,19,Female,Myanmar,BEO6000,3,BCO7005,2.0,,,Information Technology and Systems
01292,Miguel,Fernandez,29,Male,Brunei,BCO7002,4,BEO6000,3.0,,,Information Technology and Systems
88325,Jessica,Gonzalez,23,Female,Brunei,BCO7004,4,BEO6000,3.0,BCO7006,1.0,Leadership and Strategic Management
64032,Ricardo,Santos,19,Male,Indonesia,BCO7005,2,BCO7004,4.0,BEO6000,3.0,Financial and Managerial Accounting
34400,Sofia,Torres,20,Female,Philippines,BEO6000,3,BCO7005,2.0,,,Financial and Managerial Accounting
75487,Ricardo,Torres,30,Male,Laos,BEO6000,3,BCO7007,2.0,,,General Business and Management
37784,Jessica,Garcia,18,Female,Laos,BEO6000,3,,,,,Financial and Managerial Accounting
14327,Juan,Martinez,18,Male,Vietnam,BCO7004,4,BCO6008,2.0,BEO6000,3.0,Digital Media and Content Creation
77471,Ricardo,Fernandez,22,Male,Singapore,BCO6008,2,BEO6000,3.0,,,Information Technology and Systems
26759,Luisa,Morales,27,Female,Indonesia,BCO7000,4,BCO7006,1.0,BCO7004,4.0,Operations and Supply Chain Management
77068,Alicia,Garcia,33,Female,Malaysia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Digital Media and Content Creation
63409,Carlos,Morales,34,Male,Vietnam,BCO7003,1,BCO7004,4.0,,,General Business and Management
05952,Alicia,Fernandez,18,Female,Malaysia,BCO7000,1,BEO6600,2.0,BCO7004,4.0,General Business and Management
09215,Juan,Martinez,23,Male,Singapore,BCO7003,1,BEO6000,3.0,,,Information Technology and Systems
95485,Luisa,Ramos,30,Female,Laos,BEO6000,3,,,,,Data-Driven Decision Making and Analytics
83703,Roberto,Ramos,29,Male,Brunei,BCO7003,1,BCO6008,2.0,,,Information Technology and Systems
54206,Maria,Reyes,35,Female,Brunei,BCO7005,2,BCO7002,4.0,,,Operations and Supply Chain Management
84643,Maria,Fernandez,18,Female,Brunei,BCO7000,3,BCO7006,3.0,BCO7002,4.0,Operations and Supply Chain Management
92695,Alberto,Rivera,33,Male,Malaysia,BCO7006,1,,,,,General Business and Management
50495,Ricardo,Rivera,23,Male,Indonesia,BCO7004,4,BCO7005,2.0,,,Marketing Strategy and Consumer Behavior
20406,Rosa,Cruz,29,Female,Vietnam,"	
WOM1000",1,BCO6008,2.0,,,Leadership and Strategic Management
30342,Alicia,Martinez,19,Female,Brunei,BEO6000,3,,,,,Data-Driven Decision Making and Analytics
70004,Isabela,Torres,28,Female,Vietnam,BEO6000,3,,,,,Digital Media and Content Creation
53489,Juan,Flores,25,Male,Laos,BCO7002,4,,,,,Information Technology and Systems
26348,Fernando,Morales,23,Male,Cambodia,BEO6600,2,BCO7006,1.0,,,Financial and Managerial Accounting
72453,Alicia,Torres,25,Female,Singapore,BEO6000,3,,,,,Digital Media and Content Creation
94430,Alberto,Rivera,20,Male,Indonesia,BCO7000,1,BCO7005,2.0,,,Digital Media and Content Creation
39971,Luisa,Reyes,26,Female,Philippines,BCO7004,4,BCO6008,2.0,,,Leadership and Strategic Management
80574,Miguel,Morales,18,Male,Vietnam,BCO7002,4,BEO6600,2.0,BEO6000,3.0,Operations and Supply Chain Management
78143,Ismael,Gonzalez,26,Male,Indonesia,BCO7006,1,BCO7002,4.0,BCO7007,2.0,Financial and Managerial Accounting
44887,Carlos,Garcia,24,Male,Malaysia,BEO6000,3,BCO7006,1.0,,,Financial and Managerial Accounting
07974,Ismael,Santos,33,Male,Thailand,BCO7005,2,BCO7002,4.0,BCO7000,1.0,Financial and Managerial Accounting
46413,Veronica,Rivera,33,Female,Vietnam,BCO7006,1,BEO6000,3.0,BCO7004,4.0,General Business and Management
55660,Roberto,Martinez,25,Male,Vietnam,BCO7004,4,BCO7005,2.0,,,Digital Media and Content Creation
19514,Roberto,Flores,25,Male,Philippines,BEO6000,3,,,,,Digital Media and Content Creation
94891,Sofia,Torres,18,Female,Myanmar,BCO7007,2,,,,,General Business and Management
71922,Roberto,Cruz,26,Male,Vietnam,BCO7002,4,BCO7000,1.0,BCO7007,2.0,Operations and Supply Chain Management
73296,Rosa,Fernandez,31,Female,Malaysia,BEO6000,3,,,,,General Business and Management
77535,Angelica,Morales,27,Female,Laos,BEO6000,3,BCO7007,2.0,"	
WOM1000",1.0,Information Technology and Systems
65743,Isabela,Fernandez,26,Female,Malaysia,BCO7003,1,BCO7005,2.0,,,Marketing Strategy and Consumer Behavior
05615,Antonio,Flores,22,Male,Vietnam,BCO7004,4,BAO6504,1.0,,,Information Technology and Systems
03181,Jessica,Santos,19,Female,Myanmar,BCO7004,4,"	
WOM1000",1.0,,,Leadership and Strategic Management
49486,Alberto,Cruz,35,Male,Philippines,BCO7004,4,BCO7000,1.0,,,Operations and Supply Chain Management
84981,Alberto,Garcia,25,Male,Vietnam,BCO7006,1,BCO6008,2.0,,,Marketing Strategy and Consumer Behavior
22794,Ricardo,Cruz,31,Male,Brunei,BCO7005,2,BEO6000,3.0,BCO7004,4.0,Digital Media and Content Creation
67123,Alicia,Santos,32,Female,Malaysia,BEO6000,3,BCO7000,1.0,BCO7002,4.0,Operations and Supply Chain Management
81129,Fernando,Martinez,33,Male,Malaysia,"	
WOM1000",1,,,,,Digital Media and Content Creation
11545,Ricardo,Flores,34,Male,Malaysia,BCO7000,1,BEO6000,3.0,,,Operations and Supply Chain Management
44285,Fernando,Rivera,22,Male,Vietnam,BCO7007,2,BEO6000,3.0,BCO7003,1.0,Operations and Supply Chain Management
50043,Maria,Garcia,34,Female,Thailand,BEO6600,2,,,,,Data-Driven Decision Making and Analytics
49492,Carmen,Cruz,33,Female,Singapore,BCO7007,2,BCO7003,1.0,,,Financial and Managerial Accounting
27931,Fernando,Cruz,28,Male,Brunei,BCO7002,4,BCO6008,2.0,,,Information Technology and Systems
79543,Antonio,Ramos,20,Male,Indonesia,"	
WOM1000",1,BCO7005,2.0,,,Information Technology and Systems
93833,Antonio,Cruz,29,Male,Indonesia,BCO7002,4,BEO6000,3.0,,,Financial and Managerial Accounting
10288,Angelica,Torres,18,Female,Vietnam,"	
WOM1000",1,BCO7002,4.0,BEO6000,3.0,Operations and Supply Chain Management
51625,Carlos,Garcia,19,Male,Malaysia,BCO6008,2,BCO7004,4.0,BCO7006,1.0,Marketing Strategy and Consumer Behavior
75900,Carmen,Torres,27,Female,Brunei,BCO7004,4,BCO7005,2.0,BCO7006,1.0,Marketing Strategy and Consumer Behavior
27993,Isabela,Cruz,25,Female,Thailand,BCO7004,4,BEO6000,3.0,,,Operations and Supply Chain Management
00759,Roberto,Ramos,35,Male,Laos,BCO7005,2,,,,,Marketing Strategy and Consumer Behavior
14357,Jessica,Ramos,21,Female,Myanmar,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
67382,Miguel,Cruz,29,Male,Indonesia,BCO7007,2,BEO6000,3.0,BCO7006,1.0,Information Technology and Systems
78003,Maria,Fernandez,20,Female,Brunei,BCO7004,4,BCO7005,2.0,,,Leadership and Strategic Management
13946,Ricardo,Gonzalez,22,Male,Singapore,BCO7002,4,,,,,Marketing Strategy and Consumer Behavior
61250,Rosa,Garcia,34,Female,Thailand,"	
WOM1000",1,BCO7004,4.0,,,General Business and Management
62371,Ricardo,Martinez,21,Male,Thailand,BAO6504,1,BEO6600,2.0,BCO7004,4.0,Financial and Managerial Accounting
64385,Roberto,Santos,30,Male,Thailand,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Information Technology and Systems
55909,Carlos,Torres,33,Male,Brunei,BCO7003,1,BEO6000,3.0,BEO6600,2.0,Data-Driven Decision Making and Analytics
92267,Ismael,Reyes,20,Male,Laos,BCO7006,1,BEO6600,2.0,,,Data-Driven Decision Making and Analytics
90079,Roberto,Fernandez,28,Male,Philippines,BCO7000,4,BCO7006,3.0,BEO6000,3.0,Operations and Supply Chain Management
87707,Fernando,Ramos,22,Male,Laos,BCO7005,2,,,,,Data-Driven Decision Making and Analytics
79551,Jessica,Santos,21,Female,Malaysia,BEO6000,3,BCO7000,1.0,,,Financial and Managerial Accounting
57658,Juan,Rivera,28,Male,Malaysia,BCO7000,3,BCO7006,2.0,BEO6000,3.0,General Business and Management
21185,Rosa,Rivera,29,Female,Malaysia,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Digital Media and Content Creation
97185,Jose,Garcia,28,Male,Malaysia,"	
WOM1000",1,,,,,Information Technology and Systems
94572,Carlos,Cruz,26,Male,Myanmar,BCO7007,2,BAO6504,1.0,BEO6000,3.0,Financial and Managerial Accounting
74375,Veronica,Reyes,29,Female,Vietnam,BCO7006,1,,,,,Information Technology and Systems
63850,Alberto,Cruz,20,Male,Cambodia,BEO6000,3,,,,,Financial and Managerial Accounting
54375,Rosa,Garcia,34,Female,Vietnam,BCO7000,1,BCO7006,1.0,BCO7004,4.0,Data-Driven Decision Making and Analytics
10750,Ricardo,Reyes,19,Male,Singapore,BEO6000,3,,,,,Leadership and Strategic Management
73555,Veronica,Santos,18,Female,Indonesia,BCO7003,1,,,,,Leadership and Strategic Management
67203,Alicia,Reyes,22,Female,Indonesia,BCO7007,2,BEO6000,3.0,,,Data-Driven Decision Making and Analytics
86005,Angelica,Garcia,20,Female,Singapore,BEO6600,2,,,,,Marketing Strategy and Consumer Behavior
52674,Alberto,Martinez,31,Male,Malaysia,BCO7000,1,BCO7006,1.0,BCO7004,4.0,Operations and Supply Chain Management
68406,Carlos,Fernandez,35,Male,Cambodia,BEO6600,2,"	
WOM1000",1.0,,,Information Technology and Systems
77300,Jose,Torres,35,Male,Philippines,BCO7004,4,BCO7000,1.0,BCO7005,2.0,Data-Driven Decision Making and Analytics
40733,Isabela,Cruz,30,Female,Singapore,BCO7000,1,BCO7006,2.0,"	
WOM1000",1.0,General Business and Management
13730,Carlos,Fernandez,33,Male,Singapore,"	
WOM1000",1,BCO7002,4.0,,,Financial and Managerial Accounting
27689,Angelica,Santos,25,Female,Thailand,BCO7000,1,BCO7006,1.0,BAO6504,1.0,Marketing Strategy and Consumer Behavior
57097,Juan,Flores,33,Male,Brunei,BCO7000,2,BCO7006,2.0,BCO6008,2.0,Operations and Supply Chain Management
07222,Jose,Martinez,18,Male,Singapore,BCO7004,4,,,,,Data-Driven Decision Making and Analytics
25262,Ismael,Ramos,35,Male,Thailand,BCO7000,1,BCO7006,2.0,"	
WOM1000",1.0,Marketing Strategy and Consumer Behavior
39817,Miguel,Garcia,33,Male,Myanmar,BCO7002,4,BCO7007,2.0,,,General Business and Management
27793,Miguel,Torres,32,Male,Singapore,BCO6008,2,BCO7002,4.0,,,Digital Media and Content Creation
95336,Luisa,Morales,27,Female,Myanmar,BCO7000,3,BCO7006,3.0,BAO6504,1.0,Financial and Managerial Accounting
21462,Luisa,Gonzalez,22,Female,Thailand,BEO6000,3,,,,,General Business and Management
37355,Antonio,Garcia,34,Male,Philippines,BCO7007,2,BEO6000,3.0,BCO7004,4.0,Leadership and Strategic Management
03643,Ismael,Gonzalez,18,Male,Myanmar,BEO6600,2,,,,,Marketing Strategy and Consumer Behavior
75407,Maria,Flores,24,Female,Malaysia,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Digital Media and Content Creation
10222,Antonio,Cruz,22,Male,Myanmar,BCO7000,2,BCO7006,2.0,BCO7007,2.0,Information Technology and Systems
04630,Miguel,Gonzalez,24,Male,Singapore,BCO6008,2,BAO6504,1.0,,,Leadership and Strategic Management
45273,Sofia,Reyes,28,Female,Indonesia,BCO7007,2,BEO6000,3.0,BCO7004,4.0,Operations and Supply Chain Management
32920,Angelica,Fernandez,23,Female,Vietnam,BCO7004,4,BEO6000,3.0,,,Financial and Managerial Accounting
44319,Miguel,Morales,32,Male,Singapore,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Operations and Supply Chain Management
25757,Alicia,Rivera,27,Female,Malaysia,BCO7000,1,BEO6000,3.0,BCO7005,2.0,Data-Driven Decision Making and Analytics
06115,Rosa,Martinez,32,Female,Philippines,BCO7003,1,BCO7007,2.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
35920,Isabela,Martinez,29,Female,Philippines,BAO6504,1,,,,,Financial and Managerial Accounting
44795,Sofia,Ramos,32,Female,Vietnam,BEO6600,2,"	
WOM1000",1.0,BCO7002,4.0,General Business and Management
73296,Luisa,Reyes,18,Female,Myanmar,BCO7000,4,BCO7006,2.0,BCO7007,2.0,Digital Media and Content Creation
05557,Ricardo,Rivera,18,Male,Myanmar,BEO6000,3,BCO7000,1.0,,,Leadership and Strategic Management
07692,Jose,Santos,19,Male,Malaysia,BCO7004,4,BAO6504,1.0,,,Leadership and Strategic Management
26234,Isabela,Gonzalez,30,Female,Myanmar,BCO7002,4,,,,,Financial and Managerial Accounting
59581,Antonio,Cruz,27,Male,Myanmar,BCO7002,4,,,,,Financial and Managerial Accounting
03541,Jose,Cruz,33,Male,Malaysia,"	
WOM1000",1,,,,,Information Technology and Systems
45408,Jose,Reyes,23,Male,Brunei,"	
WOM1000",1,BEO6000,3.0,,,Information Technology and Systems
20871,Isabela,Rivera,33,Female,Philippines,BCO7007,2,BCO7002,4.0,,,Operations and Supply Chain Management
74048,Angelica,Rivera,31,Female,Indonesia,BCO7004,4,BCO7003,1.0,BEO6000,3.0,Financial and Managerial Accounting
87956,Ismael,Ramos,18,Male,Indonesia,BCO7000,1,BCO7006,3.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
95529,Juan,Reyes,28,Male,Laos,BCO7000,4,BCO7006,1.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
