st_id,password,first_name,last_name,age,gender,nationality,interest_1,interest_2,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
60931,BrRwT,Maria,Morales,29,Female,Laos,Business Intelligence,Customer Experience,BCO7007,Machine Learning,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
68512,g1SnE,Carmen,Santos,24,Female,Brunei,Financial Analysis,Business Strategy,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
94993,SnDUa,Roberto,Martinez,30,Male,Singapore,Quantitative Analysis,Financial Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
06946,YTXFG,Miguel,Rivera,30,Male,Philippines,Business Strategy,Programming (Python),BCO7007,Machine Learning,2,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
34642,3Ivg2,Isabela,Garcia,29,Female,Laos,Customer Experience,General Business Interest,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
17926,P9i0J,Carlos,Reyes,19,Male,Myanmar,Market Analysis,Programming (Python),BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
11508,R4ETD,Luisa,Ramos,19,Female,Cambodia,Customer Experience,Business Strategy,BCO7003,Analytics Project M anagement,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
14731,o5rdj,Sofia,Garcia,33,Female,Singapore,Business Strategy,Financial Analysis,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2.0,12.0
37699,FTCR7,Alberto,Garcia,18,Male,Laos,Economic Theory,Financial Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,,,,,
61660,d4CH6,Carlos,Gonzalez,19,Male,Thailand,Market Analysis,Customer Experience,WOM1000,Women in STEM,1,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
38246,lWsMa,Jose,Fernandez,27,Male,Brunei,Business Intelligence,Financial Analysis,BCO7005,Data Security and Governance,2,12,,,,,,,,,,,,,,,,,,,,
30005,hbLx6,Sofia,Fernandez,35,Female,Singapore,Financial Analysis,Customer Experience,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
11706,60NBP,Rosa,Reyes,22,Female,Myanmar,Quantitative Analysis,Financial Analysis,BAO6504,Accounting for Management,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
83816,jnDO9,Alberto,Rivera,27,Male,Singapore,Data Science,Business Intelligence,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,,,,,
20966,gIN5v,Maria,Flores,21,Female,Indonesia,Market Analysis,Business Strategy,BCO7005,Data Security and Governance,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
86956,PlLBu,Juan,Fernandez,33,Male,Laos,Machine Learning,Programming (Python),BCO6008,Predictive Analytics,2,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
21263,bODZ2,Veronica,Santos,33,Female,Myanmar,Financial Analysis,Data Science,BCO6008,Predictive Analytics,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
44388,94OSh,Ricardo,Garcia,34,Male,Brunei,Data Science,Business Strategy,BEO6000,Data Analysis for Business,3,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
69889,H1HbA,Miguel,Garcia,18,Male,Singapore,Programming (Python),Market Analysis,BCO7005,Data Security and Governance,2,12,,,,,,,,,,,,,,,,,,,,
49116,wxIQY,Jessica,Torres,23,Female,Malaysia,Financial Analysis,Customer Experience,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
57329,kD6k2,Luisa,Flores,34,Female,Singapore,Business Intelligence,Machine Learning,BCO7006,Coding for Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
25245,Reuj1,Carlos,Garcia,19,Male,Vietnam,Economic Theory,General Business Interest,BCO6008,Predictive Analytics,2,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
84086,wlLMy,Alicia,Rivera,35,Female,Malaysia,Financial Analysis,Data Science,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
75715,kY31G,Roberto,Cruz,34,Male,Philippines,Economic Theory,Market Analysis,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,BCO6008,Predictive Analytics,2,12.0,BCO7002,Experience Management,4,12.0,,,,
72790,99RR3,Ismael,Torres,26,Male,Malaysia,Data Science,General Business Interest,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
46482,b5Mdy,Rosa,Morales,30,Female,Indonesia,Economic Theory,Machine Learning,BCO7004,Business Data Mining and Warehousing,4,12,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
23974,isXFQ,Antonio,Ramos,32,Male,Indonesia,Programming (Python),Economic Theory,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
87646,OS0m3,Rosa,Ramos,29,Female,Philippines,Programming (Python),Business Intelligence,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7002,Experience Management,4,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,
04536,QpGTg,Fernando,Santos,22,Male,Myanmar,Data Science,Machine Learning,WOM1000,Women in STEM,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
39462,kHd6h,Miguel,Torres,32,Male,Thailand,Business Intelligence,Economic Theory,BCO6008,Predictive Analytics,2,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
38016,1BIDw,Antonio,Fernandez,34,Male,Myanmar,Customer Experience,Market Analysis,BAO6504,Accounting for Management,1,12,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
14650,uEBXk,Juan,Rivera,34,Male,Vietnam,Market Analysis,Machine Learning,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,,,,,
24231,tpuCl,Maria,Gonzalez,23,Female,Philippines,Quantitative Analysis,Data Science,BCO7005,Data Security and Governance,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
94559,aMGBz,Antonio,Santos,21,Male,Laos,Data Science,Economic Theory,BCO6008,Predictive Analytics,2,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
11162,dWP5H,Veronica,Cruz,31,Female,Malaysia,Programming (Python),Machine Learning,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
40601,KOE3Y,Jessica,Reyes,35,Female,Thailand,General Business Interest,Leadership and Empowerment,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
49559,HDyMZ,Alberto,Rivera,21,Male,Vietnam,Programming (Python),Data Science,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,
73440,XIzqZ,Rosa,Rivera,21,Female,Brunei,Leadership and Empowerment,Programming (Python),BCO7007,Machine Learning,2,12,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
18340,qWuX6,Alicia,Rivera,30,Female,Laos,Leadership and Empowerment,Data Science,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
71011,Kj54Z,Ricardo,Cruz,26,Male,Myanmar,Machine Learning,Programming (Python),BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
00792,3gC2L,Rosa,Morales,18,Female,Malaysia,Leadership and Empowerment,Business Intelligence,BCO7005,Data Security and Governance,2,12,BCO7003,Analytics Project M anagement,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
00292,3kB8V,Jose,Cruz,32,Male,Myanmar,Quantitative Analysis,General Business Interest,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
50054,bddFg,Jessica,Martinez,34,Female,Philippines,Leadership and Empowerment,Financial Analysis,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
36220,4dPzU,Juan,Ramos,22,Male,Vietnam,Financial Analysis,Business Strategy,BEO6600,Business Economics,2,12,,,,,,,,,,,,,,,,,,,,
16600,xjRSp,Miguel,Fernandez,21,Male,Thailand,Quantitative Analysis,Data Science,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,
68308,FCyd5,Carmen,Rivera,31,Female,Indonesia,Economic Theory,Quantitative Analysis,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
25632,MitsM,Luisa,Rivera,23,Female,Cambodia,General Business Interest,Quantitative Analysis,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
06106,RDxUz,Jessica,Flores,35,Female,Vietnam,Business Intelligence,Data Science,BCO6008,Predictive Analytics,2,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
83240,rnJya,Alberto,Gonzalez,26,Male,Singapore,Business Strategy,Programming (Python),BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7002,Experience Management,4,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,
38611,ys58O,Alberto,Flores,32,Male,Indonesia,Machine Learning,Quantitative Analysis,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
19668,79oET,Fernando,Rivera,32,Male,Malaysia,Business Strategy,Economic Theory,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7007,Machine Learning,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
80266,oCnl5,Carlos,Santos,22,Male,Myanmar,Machine Learning,Customer Experience,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
32553,TRH5p,Angelica,Morales,23,Female,Laos,Market Analysis,Business Strategy,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
71422,5tfIP,Maria,Reyes,24,Female,Cambodia,Data Science,Quantitative Analysis,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
88191,VbaND,Sofia,Ramos,29,Female,Thailand,General Business Interest,Economic Theory,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7005,Data Security and Governance,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2,12.0,,,,
57309,yWral,Rosa,Gonzalez,28,Female,Singapore,General Business Interest,Business Strategy,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
40881,5VSHb,Jose,Fernandez,28,Male,Thailand,Quantitative Analysis,Financial Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,
13137,FdtcR,Isabela,Cruz,25,Female,Laos,Quantitative Analysis,Machine Learning,BCO6008,Predictive Analytics,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
10491,FV1A3,Jessica,Ramos,24,Female,Laos,Quantitative Analysis,General Business Interest,WOM1000,Women in STEM,1,12,BEO6600,Business Economics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
83300,ovte3,Juan,Rivera,32,Male,Malaysia,Machine Learning,Quantitative Analysis,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,,,,,,,,
49496,er9jt,Veronica,Santos,30,Female,Indonesia,General Business Interest,Economic Theory,BCO7005,Data Security and Governance,2,12,BCO7000,Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
59326,YJ847,Isabela,Rivera,33,Female,Cambodia,Machine Learning,Quantitative Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
80557,UDrMN,Carlos,Santos,24,Male,Singapore,Financial Analysis,Business Intelligence,BEO6600,Business Economics,2,12,BCO7003,Analytics Project M anagement,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
91711,6LIw8,Angelica,Torres,29,Female,Philippines,Business Strategy,Business Intelligence,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
88029,t4mth,Isabela,Morales,25,Female,Malaysia,Quantitative Analysis,Financial Analysis,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
12634,ZCAbK,Roberto,Gonzalez,32,Male,Brunei,Economic Theory,Quantitative Analysis,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
63539,CnyFt,Juan,Santos,18,Male,Laos,Customer Experience,Machine Learning,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,
63538,0pHvQ,Ricardo,Garcia,26,Male,Myanmar,Programming (Python),Market Analysis,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
32441,IoLGr,Jose,Gonzalez,31,Male,Brunei,Programming (Python),General Business Interest,BCO7006,Coding for Business Analytics,1,12,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,,,,,
67705,n2GKv,Carlos,Gonzalez,34,Male,Indonesia,Business Strategy,Business Intelligence,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,
65804,rnvcB,Sofia,Ramos,30,Female,Thailand,Data Science,Programming (Python),BCO7000,Business Analytics,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
29828,FhNBg,Sofia,Ramos,28,Female,Myanmar,General Business Interest,Machine Learning,BCO6008,Predictive Analytics,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
86777,KOLUl,Antonio,Gonzalez,24,Male,Singapore,Machine Learning,Programming (Python),BCO7002,Experience Management,4,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
11048,toQyt,Angelica,Cruz,29,Female,Malaysia,Leadership and Empowerment,Economic Theory,BEO6000,Data Analysis for Business,3,12,BCO7005,Data Security and Governance,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
78621,AEeNr,Maria,Cruz,29,Female,Indonesia,Quantitative Analysis,Data Science,BCO7000,Business Analytics,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
72148,GMvLi,Veronica,Rivera,22,Female,Thailand,Business Intelligence,Customer Experience,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
05204,n9DZr,Miguel,Rivera,34,Male,Brunei,Data Science,Financial Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
73196,EHPbo,Sofia,Fernandez,24,Female,Philippines,Customer Experience,Quantitative Analysis,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
05737,mM3uY,Rosa,Gonzalez,30,Female,Thailand,Financial Analysis,Business Strategy,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,
40862,Tz9hR,Juan,Fernandez,19,Male,Myanmar,Data Science,Business Strategy,BCO6008,Predictive Analytics,2,12,,,,,,,,,,,,,,,,,,,,
21409,oBvO9,Fernando,Martinez,30,Male,Myanmar,Financial Analysis,General Business Interest,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
49964,yzDXi,Angelica,Torres,30,Female,Thailand,Quantitative Analysis,Business Intelligence,BCO7000,Business Analytics,1,12,BCO6008,Predictive Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
27024,XW0JX,Jessica,Martinez,26,Female,Philippines,General Business Interest,Leadership and Empowerment,BCO7003,Analytics Project M anagement,1,12,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
32587,p6RHs,Carmen,Rivera,19,Female,Myanmar,Machine Learning,Business Strategy,BCO7006,Coding for Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
84092,REO8C,Carlos,Martinez,24,Male,Thailand,Machine Learning,Data Science,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,
34988,srSij,Sofia,Fernandez,35,Female,Thailand,General Business Interest,Financial Analysis,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
85650,STPET,Rosa,Torres,33,Female,Cambodia,Quantitative Analysis,Financial Analysis,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
21912,vFrNh,Veronica,Gonzalez,24,Female,Brunei,Quantitative Analysis,Business Intelligence,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
49646,JZ5EA,Veronica,Martinez,22,Female,Malaysia,Market Analysis,Financial Analysis,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
54889,PHFAt,Fernando,Gonzalez,30,Male,Myanmar,Market Analysis,Programming (Python),WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
86236,7FMhX,Fernando,Flores,27,Male,Indonesia,Programming (Python),Machine Learning,BCO7005,Data Security and Governance,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
75682,VEUSx,Carlos,Cruz,18,Male,Indonesia,Data Science,Economic Theory,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
43175,8my2z,Miguel,Flores,33,Male,Myanmar,Economic Theory,Machine Learning,BCO7007,Machine Learning,2,12,,,,,,,,,,,,,,,,,,,,
49329,MxSxi,Juan,Cruz,33,Male,Indonesia,Data Science,Customer Experience,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
12650,7zRqL,Ricardo,Flores,33,Male,Laos,Economic Theory,Business Intelligence,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
45642,t4AUz,Alberto,Santos,25,Male,Vietnam,Financial Analysis,Business Intelligence,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
88359,HCBfN,Angelica,Reyes,31,Female,Brunei,Financial Analysis,Business Intelligence,BCO7006,Coding for Business Analytics,1,12,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
48670,HTkON,Fernando,Torres,25,Male,Brunei,Business Intelligence,Quantitative Analysis,BCO7000,Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
60006,Jja3Z,Jose,Gonzalez,32,Male,Cambodia,Data Science,Financial Analysis,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,BCO7007,Machine Learning,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,
76296,LlrTN,Roberto,Ramos,35,Male,Thailand,General Business Interest,Customer Experience,BCO7007,Machine Learning,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,
60736,Gartu,Rosa,Reyes,26,Female,Laos,Quantitative Analysis,Financial Analysis,BAO6504,Accounting for Management,1,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
90482,gy7wu,Alberto,Garcia,26,Male,Thailand,Business Strategy,Market Analysis,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,,,,,
45043,k8kcG,Juan,Cruz,31,Male,Philippines,Machine Learning,Market Analysis,BCO6008,Predictive Analytics,2,12,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,,,,,
52847,XU5e3,Veronica,Ramos,23,Female,Myanmar,Business Intelligence,Market Analysis,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
70637,3EwVG,Veronica,Santos,29,Female,Brunei,Quantitative Analysis,General Business Interest,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
58899,V5EFn,Maria,Ramos,26,Female,Philippines,Customer Experience,Financial Analysis,BCO7006,Coding for Business Analytics,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
37745,gVQBM,Maria,Torres,29,Female,Indonesia,Market Analysis,Machine Learning,BCO7004,Business Data Mining and Warehousing,4,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
98915,hg17l,Alicia,Morales,34,Female,Cambodia,Quantitative Analysis,Data Science,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
52575,l4O8U,Maria,Morales,30,Female,Vietnam,Leadership and Empowerment,Business Strategy,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
11100,dKkoL,Miguel,Ramos,21,Male,Myanmar,Customer Experience,Data Science,BCO6008,Predictive Analytics,2,12,BCO7000,Business Analytics,1,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
98445,I11os,Alicia,Garcia,22,Female,Malaysia,Market Analysis,Programming (Python),BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2.0,12.0
40766,NgUv3,Sofia,Fernandez,23,Female,Philippines,Business Strategy,Data Science,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
35957,nOQKY,Juan,Morales,22,Male,Singapore,Market Analysis,Quantitative Analysis,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
01226,PplZ1,Jessica,Garcia,25,Female,Cambodia,Quantitative Analysis,General Business Interest,WOM1000,Women in STEM,1,12,BEO6600,Business Economics,2,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
56994,oD9UJ,Veronica,Gonzalez,22,Female,Cambodia,Market Analysis,General Business Interest,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
31803,yh1DM,Luisa,Cruz,28,Female,Vietnam,Machine Learning,Market Analysis,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
80892,yQSS3,Jessica,Reyes,23,Female,Malaysia,Market Analysis,Customer Experience,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
07053,gy2pm,Jessica,Santos,32,Female,Thailand,Market Analysis,Financial Analysis,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
06897,2c0nv,Miguel,Reyes,32,Male,Cambodia,Programming (Python),Quantitative Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
36798,atKRC,Carmen,Reyes,25,Female,Philippines,Business Strategy,Business Intelligence,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
